,ADDRESS,STOPS,WEIGHT
21328,8100 BLK S MOPAC EXPY,1,0.001941747572815534
21325,8100 BLK MANCHACA RD,1,0.001941747572815534
21323,810 W 5TH,1,0.001941747572815534
21315,8029 N CAPITAL OF TEXAS HWY,1,0.001941747572815534
21322,810 BLOCK EAST SLAUGHTER LANE,1,0.001941747572815534
21321,809 E 30TH,1,0.001941747572815534
21319,8054 EXCHANGE DR,1,0.001941747572815534
21318,804 W 15TH,1,0.001941747572815534
21317,804 E 6TH ST,1,0.001941747572815534
21316,803 PARK PLACE,1,0.001941747572815534
21409,8100 NORTH MOPAC EXPRESSWAY SOUTHBOUND,1,0.001941747572815534
21412,8100 RESEARCH BLVD SB,1,0.001941747572815534
21292,8000 TEXAS 45,1,0.001941747572815534
21413,8100 RESEARCH BLVD SVRD NB,1,0.001941747572815534
21480,8200 BLOCK NORTH CAMERON ROAD,1,0.001941747572815534
21479,8200 BLOCK N MOPAC EXPY SVC RD SB,1,0.001941747572815534
21478,8200 BLOCK N MOPAC EXPWY NB,1,0.001941747572815534
21477,8200 BLOCK MOPAC,1,0.001941747572815534
21473,8200 BLOCK LOYOLA LANE,1,0.001941747572815534
21472,8200 BLOCK LAMAR BOULEVARD,1,0.001941747572815534
21471,8200 BLOCK GESSNER,1,0.001941747572815534
21469,8200 BLOCK EXMOOR DRIVE,1,0.001941747572815534
21467,8200 BLOCK BURNET RD,1,0.001941747572815534
21466,8200 BLOCK BLUFF SPRINGS ROAD,1,0.001941747572815534
21465,8200 BLOCK BEN WHITE BOULEVARD,1,0.001941747572815534
21464,8200 BLOCK  SOUTH MOPAC,1,0.001941747572815534
21463,8200 BLK S. I35 N/B SVC,1,0.001941747572815534
21462,8200 BLK S IH 35 SVRD SB,1,0.001941747572815534
21460,8200 BLK S 1ST ST,1,0.001941747572815534
21484,8200 BLOCK NORTH FM 620 ROAD,1,0.001941747572815534
21485,8200 BLOCK NORTH I35,1,0.001941747572815534
21489,8200 BLOCK NORTH MOPAC EXPRESS WAY,1,0.001941747572815534
21504,8200 BLOCK SSOUTH MOPAC,1,0.001941747572815534
21512,8200 E HWY 71,1,0.001941747572815534
21510,8200 COLONY LOOP DR,1,0.001941747572815534
21509,8200 CAMERON RD,1,0.001941747572815534
21508,8200 BURNET RD,1,0.001941747572815534
21506,8200 BRODIE LN,1,0.001941747572815534
21505,8200 BLOCK US HIGHWAY 183,1,0.001941747572815534
21501,8200 BLOCK SOUTH IH-35,1,0.001941747572815534
21491,8200 BLOCK PEACEFUL HILL LANE,1,0.001941747572815534
21500,8200 BLOCK SOUTH IH 35 SOUTHBOUND,1,0.001941747572815534
21499,8200 BLOCK SOUTH I H 35 SERVICEROAD,1,0.001941747572815534
21498,8200 BLOCK SOUTH CONGRESS AVENUE,1,0.001941747572815534
21496,8200 BLOCK SOUTH 1ST,1,0.001941747572815534
21495,8200 BLOCK SHOAL CREEK BOULEVARD,1,0.001941747572815534
21494,8200 BLOCK SH 71,1,0.001941747572815534
21458,8200 BLK MANCHACAVRD,1,0.001941747572815534
21455,8200 ! IH 35 SVRD,1,0.001941747572815534
21454,8200  BLOCK MANCHACA,1,0.001941747572815534
21428,8100-7900 N MOPAC SB,1,0.001941747572815534
21434,811 W SLAUGHTER,1,0.001941747572815534
21433,811 W KOENIG LN,1,0.001941747572815534
21432,811 RUTLAND DR,1,0.001941747572815534
21431,8105 RESEARCH BLVD,1,0.001941747572815534
21430,8103 RESEARCH BLVD,1,0.001941747572815534
21429,8101 FM 969,1,0.001941747572815534
21424,8100 S IST ST,1,0.001941747572815534
21436,8119 NORTH CAPITAL OF TEXAS HIGHWAY,1,0.001941747572815534
21423,8100 S IH 35 SVRD NB,1,0.001941747572815534
21421,8100 S IH 35,1,0.001941747572815534
21420,8100 S CONGRESS,1,0.001941747572815534
21416,8100 RESEARCH BOULEVARD FRONTAGE ROAD,1,0.001941747572815534
21415,8100 RESEARCH BOULEVARD,1,0.001941747572815534
21414,8100 RESEARCH BLVD SVRD SB,1,0.001941747572815534
21435,8110 BURRELL DR,1,0.001941747572815534
21437,812 SPRINGDALE RD,1,0.001941747572815534
21453,820 PAYTON GIN RD,1,0.001941747572815534
21446,82 BLOCK NORTH IH 35 SERVICE ROAD,1,0.001941747572815534
21452,820 EAST DEAN KEETON,1,0.001941747572815534
21451,820 E KOENIG LN SVRD WB,1,0.001941747572815534
21450,820 E ANDERSON LN,1,0.001941747572815534
21449,820 BLOCK MANCHACA ROAD,1,0.001941747572815534
21448,820 BLOCK ED BLUESTEIN BOULEVARD,1,0.001941747572815534
21447,820 AIRPORT,1,0.001941747572815534
21445,817 W 5TH ST,1,0.001941747572815534
21438,812 SPRINGDALE ROAD,1,0.001941747572815534
21444,817 EAST 53RD STREET,1,0.001941747572815534
21443,8142 N IH 35 SVRD SB,1,0.001941747572815534
21442,814 E 31ST ST,1,0.001941747572815534
21441,813 E 8TH ST,1,0.001941747572815534
21440,813 CESAR CHAVEZ ST,1,0.001941747572815534
21439,8122 NORTH LAMAR BOULVARD,1,0.001941747572815534
21294,8000 US 183 HWY NB,1,0.001941747572815534
21290,8000 SAN FELIPE BLVD,1,0.001941747572815534
21516,8200 HWY 183,1,0.001941747572815534
21162,8000 BLOCK MANCHANCA ROAD,1,0.001941747572815534
21136,8000 BLK N LAMAR BLVD,1,0.001941747572815534
21133,8000 BLK CAMERON RD,1,0.001941747572815534
21132,8000 ANDERSON MILL,1,0.001941747572815534
21130,8000  BLOCK MANCHACA ROAD,1,0.001941747572815534
21129,800-1900 BLOCK WEST WILLIAM CANNON DRIVE,1,0.001941747572815534
21128,800 WOODLAND AVE,1,0.001941747572815534
21127,800 WM CANNON,1,0.001941747572815534
21125,800 WINSTED,1,0.001941747572815534
21122,800 WEST ST JOHNS AVENEUE,1,0.001941747572815534
21121,800 WEST SLAUGHTER LANE,1,0.001941747572815534
21120,800 WEST RUNDBERG LANE,1,0.001941747572815534
21119,800 WEST IH 35 SERVICE ROAD,1,0.001941747572815534
21118,800 WEST 6TH,1,0.001941747572815534
21117,800 WALLER,1,0.001941747572815534
21116,800 W.WILLIAM CANNON,1,0.001941747572815534
21137,8000 BLK RESEARCH BLVD,1,0.001941747572815534
21139,8000 BLK S. CONGRESS AVE,1,0.001941747572815534
21140,8000 BLOCK  NORTH MOPAC EXPRESSWAY,1,0.001941747572815534
21151,8000 BLOCK FM 969,1,0.001941747572815534
21158,8000 BLOCK MANASSAS DRIVE,1,0.001941747572815534
21157,8000 BLOCK IH 35,1,0.001941747572815534
21156,8000 BLOCK GESSNER DR,1,0.001941747572815534
21155,8000 BLOCK GEORGIAN DRIVE AT POWELL LANE,1,0.001941747572815534
21153,8000 BLOCK GEORGIAN DR,1,0.001941747572815534
21152,8000 BLOCK GEORGIAN  DRIVE,1,0.001941747572815534
21150,8000 BLOCK FM 620,1,0.001941747572815534
21141,8000 BLOCK ANDERSON SQUARE,1,0.001941747572815534
21149,8000 BLOCK EXCHANGE DRIVE,1,0.001941747572815534
21148,8000 BLOCK ESCARPMENT,1,0.001941747572815534
21146,8000 BLOCK EAST BEN WHITE BOULEVARD,1,0.001941747572815534
21145,8000 BLOCK CAMERON ROAD,1,0.001941747572815534
21143,8000 BLOCK BURLESON ROAD,1,0.001941747572815534
21142,8000 BLOCK BECKETT ROAD,1,0.001941747572815534
21115,800 W.BEN WHITE,1,0.001941747572815534
21114,800 W. RUNDBERG LANE,1,0.001941747572815534
21113,800 W. CESAR CHAVEZ,1,0.001941747572815534
21066,800 S 1ST,1,0.001941747572815534
21075,800 S PLEASANT VALLEY,1,0.001941747572815534
21074,800 S MOPAC EXPY SB SVRD,1,0.001941747572815534
21073,800 S MOPAC EXPY SB,1,0.001941747572815534
21072,800 S MOPAC,1,0.001941747572815534
21070,800 S LAMAR,1,0.001941747572815534
21067,800 S 1ST ST,1,0.001941747572815534
21064,800 RUTLAND BLVD,1,0.001941747572815534
21077,800 S. CONGRESS AVE,1,0.001941747572815534
21063,800 RUTLAND,1,0.001941747572815534
21062,800 RUTHERFORD LN,1,0.001941747572815534
21061,800 RUNBERG,1,0.001941747572815534
21060,800 PLEASANT VALLEY ROAD,1,0.001941747572815534
21059,800 PAYTON GIN ROAD,1,0.001941747572815534
21058,800 PAYTON GIN RD,1,0.001941747572815534
21076,800 S PLEASANT VALLEY RD,1,0.001941747572815534
21079,800 SPRINGDALE DA,1,0.001941747572815534
21112,800 W YAGER LN,1,0.001941747572815534
21100,800 W HOWARD LANE,1,0.001941747572815534
21111,800 W WM CANNON,1,0.001941747572815534
21110,800 W WILLIAM CANNON DR,1,0.001941747572815534
21108,800 W STASSNEY LN,1,0.001941747572815534
21105,800 W SLAUGHTER LANE,1,0.001941747572815534
21104,800 W SLAUGHTER,1,0.001941747572815534
21101,800 W MLK BLVD,1,0.001941747572815534
21099,800 W DITTMAR,1,0.001941747572815534
21082,800 THURMAN,1,0.001941747572815534
21095,800 W BRAKER LANE,1,0.001941747572815534
21094,800 W BEN WHITE BLVD SVRD EB,1,0.001941747572815534
21093,800 W BEN WHITE BLVD EB SVRD,1,0.001941747572815534
21087,800 W 17ST,1,0.001941747572815534
21085,800 W 15TH,1,0.001941747572815534
21083,800 TO 900 BLOCK WEST 9TH STREET,1,0.001941747572815534
21161,8000 BLOCK MANCHACA STREET,1,0.001941747572815534
21163,8000 BLOCK MC KINNEY FALLS PKWY,1,0.001941747572815534
21288,8000 S. 1ST ST,1,0.001941747572815534
21165,8000 BLOCK METROPOLIS DRIVE,1,0.001941747572815534
21256,8000 N. MO PAC SB,1,0.001941747572815534
21255,8000 N. LAMAR BLVD,1,0.001941747572815534
21254,8000 N. IH-35 SB SVC,1,0.001941747572815534
21253,8000 N. IH 35 SB,1,0.001941747572815534
21252,8000 N US HWY 183 NB,1,0.001941747572815534
21246,8000 N MOPAC EXPWY NB,1,0.001941747572815534
21245,8000 N MOPAC EXPWY,1,0.001941747572815534
21236,8000 N IH 35 SRV,1,0.001941747572815534
21235,8000 N IH 35 SERV,1,0.001941747572815534
21233,8000 N IH 35 NB,1,0.001941747572815534
21232,8000 N IH 35 EF,1,0.001941747572815534
21230,8000 N CAPITAL OF TX HWY,1,0.001941747572815534
21229,8000 N CAPITAL OF TEXAS HWY SB,1,0.001941747572815534
21226,8000 N CAP. OF TX HWY,1,0.001941747572815534
21225,8000 N CAP OF TX HWY,1,0.001941747572815534
21257,8000 N.LAMAR BLVD,1,0.001941747572815534
21258,8000 NORTH CAPITAL OF TEXAS HIGHWAY,1,0.001941747572815534
21259,8000 NORTH CAPITAL OF TEXAS HW,1,0.001941747572815534
21272,8000 S 1ST,1,0.001941747572815534
21287,8000 S MOPAC EXPY SB,1,0.001941747572815534
21283,8000 S IH35 SB,1,0.001941747572815534
21280,8000 S IH 35 SVRD,1,0.001941747572815534
21278,8000 S IH 35 NG,1,0.001941747572815534
21275,8000 S CONGRESS AVENUE,1,0.001941747572815534
21273,8000 S 1ST ST,1,0.001941747572815534
21271,8000 RUNNING WATER DR,1,0.001941747572815534
21260,8000 NORTH IH35,1,0.001941747572815534
21270,8000 RESEARCH BOULEVARD SERVICE,1,0.001941747572815534
21269,8000 RESEARCH BLVD SVC RD,1,0.001941747572815534
21265,8000 RESEARCH,1,0.001941747572815534
21264,8000 REESEARCH BLVD,1,0.001941747572815534
21263,8000 NORTH US HWY 183,1,0.001941747572815534
21262,8000 NORTH LAMAR BOULEVARD,1,0.001941747572815534
21224,8000 N  MOPAC SB,1,0.001941747572815534
21223,8000 MOPAC SB,1,0.001941747572815534
21221,8000 MANCHACA RD.,1,0.001941747572815534
21181,8000 BLOCK NORTH NORTH MOPAC,1,0.001941747572815534
21188,8000 BLOCK SOURTH IH35,1,0.001941747572815534
21186,8000 BLOCK RESEARCH BLVD SERVICE ROAD,1,0.001941747572815534
21185,8000 BLOCK RANCH ROAD 2222,1,0.001941747572815534
21184,8000 BLOCK PURNELL DRIVE,1,0.001941747572815534
21183,8000 BLOCK PURNELL,1,0.001941747572815534
21182,8000 BLOCK NORTH RANCH ROAD 620,1,0.001941747572815534
21179,8000 BLOCK NORTH MOPAC,1,0.001941747572815534
21193,8000 BLOCK SOUTH IH 35 SERVICE ROAD,1,0.001941747572815534
21177,8000 BLOCK NORTH LAMAR,1,0.001941747572815534
21176,8000 BLOCK NORTH IH35,1,0.001941747572815534
21172,8000 BLOCK NORTH FM 620,1,0.001941747572815534
21169,8000 BLOCK NORTH CAPITAL OF TEXAS HIGHWY,1,0.001941747572815534
21168,8000 BLOCK NORTH CAPITAL OF TEXAS HIGHWA,1,0.001941747572815534
21166,8000 BLOCK MOPAC,1,0.001941747572815534
21190,8000 BLOCK SOUTH CONGRESS AVENUE,1,0.001941747572815534
21194,8000 BLOCK SOUTH IH35 SERVICE ROAD,1,0.001941747572815534
21218,8000 LOYOLA LN,1,0.001941747572815534
21210,8000 EAST US 290 HIGHWAY SERVICE ROAD,1,0.001941747572815534
21217,8000 LAMAR BLVD.,1,0.001941747572815534
21216,8000 LAMAR BLVD,1,0.001941747572815534
21215,8000 IH 35,1,0.001941747572815534
21214,8000 HWY 183,1,0.001941747572815534
21213,8000 GEORGIAN DR,1,0.001941747572815534
21212,8000 GEORGIAN,1,0.001941747572815534
21209,8000 DECKER LN,1,0.001941747572815534
21195,8000 BLOCK SOUTH MOPAC,1,0.001941747572815534
21208,8000 CONGRESS AVE,1,0.001941747572815534
21207,8000 CAPITAL TEXAS HWY,1,0.001941747572815534
21206,8000 CAPITAL OF TEXAS HWY NB,1,0.001941747572815534
21200,8000 BRODIE LN,1,0.001941747572815534
21198,8000 BLOCK US HIGHWAY,1,0.001941747572815534
21197,8000 BLOCK THAXTON ROAD,1,0.001941747572815534
21514,8200 FM 2222 RD,1,0.001941747572815534
21519,8200 LOYOLA,1,0.001941747572815534
20152,7500 N MOPAC EXPWY,1,0.001941747572815534
21846,8500 BLOCK RESEARCH BLVD,1,0.001941747572815534
21815,8500 BLK N IH 35,1,0.001941747572815534
21814,8500 BLK BURNET RD,1,0.001941747572815534
21813,8500 BALCONES CLUB DR,1,0.001941747572815534
21812,8500 ANDERSON MILL ROAD,1,0.001941747572815534
21809,8500 AIRPORT BLVD SB,1,0.001941747572815534
21808,8500  BLOCK SPRINGDALE ROAD,1,0.001941747572815534
21807,8500  BLOCK SOUTH IH 35,1,0.001941747572815534
21806,8500  BLOCK NORTH IH 35,1,0.001941747572815534
21805,850 E RUNDBERG,1,0.001941747572815534
21804,85 TRINITY ST,1,0.001941747572815534
21803,85 N PLEASANT VALLEY,1,0.001941747572815534
21802,85 BLOCK NORTH PLEASANT VALLEY ROAD,1,0.001941747572815534
21801,84600 S 1ST ST,1,0.001941747572815534
21800,8430 E BEN WHITE BLVD WB,1,0.001941747572815534
21799,8405 TUSCANY WAY,1,0.001941747572815534
21816,8500 BLK N IH35 SVRD SB,1,0.001941747572815534
21817,8500 BLK N LAMAR BLVD,1,0.001941747572815534
21819,8500 BLK S IH 35 SB SVRD,1,0.001941747572815534
21832,8500 BLOCK NORTH CAPITAL OF TEXAS HIGHWA,1,0.001941747572815534
21844,8500 BLOCK NORTH US HIGHWAY 183,1,0.001941747572815534
21840,8500 BLOCK NORTH LAMAR BLVD,1,0.001941747572815534
21839,8500 BLOCK NORTH IH35 SERVICE ROAD,1,0.001941747572815534
21838,8500 BLOCK NORTH IH35 SERVIC ROAD,1,0.001941747572815534
21835,8500 BLOCK NORTH I 35,1,0.001941747572815534
21834,8500 BLOCK NORTH FM 620,1,0.001941747572815534
21831,8500 BLOCK LAMAR,1,0.001941747572815534
21820,8500 BLOCK ANDERON MILL ROAD,1,0.001941747572815534
21830,8500 BLOCK JAMESTOWN DRIVE,1,0.001941747572815534
21827,8500 BLOCK FM 620,1,0.001941747572815534
21826,8500 BLOCK EAST US HIGHWAY 290,1,0.001941747572815534
21825,8500 BLOCK EAST RIVERSIDE DRIVE,1,0.001941747572815534
21823,8500 BLOCK CAHILL DRIVE,1,0.001941747572815534
21822,8500 BLOCK BURNET ROAD,1,0.001941747572815534
21797,8400 S IH35 NB,1,0.001941747572815534
21796,8400 S IH35,1,0.001941747572815534
21795,8400 S IH 35 SB,1,0.001941747572815534
21753,8400 EAST BEN WHITE BOULEVARD,1,0.001941747572815534
21764,8400 METROPOLIS DR,1,0.001941747572815534
21763,8400 METROPOLIS,1,0.001941747572815534
21762,8400 MESA DR,1,0.001941747572815534
21757,8400 JAMESTOWN  DRIVE,1,0.001941747572815534
21755,8400 FOUR IRON,1,0.001941747572815534
21754,8400 ESCARPMENT,1,0.001941747572815534
21752,8400 E BEN WHITE BLVD WB,1,0.001941747572815534
21766,8400 N CAPITAL OF TEXAS HWY NB,1,0.001941747572815534
21748,8400 BLOCK SOUTH IH-35,1,0.001941747572815534
21746,8400 BLOCK SOUTH IH 35,1,0.001941747572815534
21745,8400 BLOCK SOUTH FIRST,1,0.001941747572815534
21744,8400 BLOCK SOUTH CONGRESS AVENUE,1,0.001941747572815534
21742,8400 BLOCK SOUTH 1ST ST,1,0.001941747572815534
21741,8400 BLOCK SOUTH  1ST STREET,1,0.001941747572815534
21765,8400 N CAPITAL OF TEXAS HWY,1,0.001941747572815534
21770,8400 N IH 35 SVRD NB,1,0.001941747572815534
21794,8400 S IH 35 PROPER,1,0.001941747572815534
21781,8400 RESEARCH BLVD NB,1,0.001941747572815534
21792,8400 S IH 35,1,0.001941747572815534
21790,8400 S CONGRESS AVENUE,1,0.001941747572815534
21788,8400 S 1ST STREET,1,0.001941747572815534
21785,8400 RESEARCH BLVD SVRD SB,1,0.001941747572815534
21783,8400 RESEARCH BLVD SVRD,1,0.001941747572815534
21782,8400 RESEARCH BLVD SB,1,0.001941747572815534
21779,8400 NORTH I 35,1,0.001941747572815534
21772,8400 N IH35,1,0.001941747572815534
21778,8400 N. IH-35 SVRD NB,1,0.001941747572815534
21777,8400 N MOPAC EXPWY,1,0.001941747572815534
21776,8400 N MOPAC BLVD,1,0.001941747572815534
21775,8400 N MOPAC,1,0.001941747572815534
21774,8400 N LAMAR BLVD,1,0.001941747572815534
21773,8400 N IH35 SVRD,1,0.001941747572815534
21845,8500 BLOCK PANADERO DRIVE,1,0.001941747572815534
21848,8500 BLOCK RESEARCH BOULEVARD SERVICE RD,1,0.001941747572815534
21739,8400 BLOCK RIVERSTONE TRAIL,1,0.001941747572815534
21849,8500 BLOCK SOUTH 1ST STREET,1,0.001941747572815534
21930,8500 W SH 71,1,0.001941747572815534
21929,8500 W PARMER LN,1,0.001941747572815534
21928,8500 SPICEWOOD SPRINGS ROAD,1,0.001941747572815534
21927,8500 SPICEWOOD SPRINGS RD,1,0.001941747572815534
21926,8500 SPICEWOOD SPRINGS,1,0.001941747572815534
21925,8500 SHOAL CREEK BLVD,1,0.001941747572815534
21924,8500 SHOAL CREEK,1,0.001941747572815534
21923,8500 S. IH 35 NB,1,0.001941747572815534
21922,8500 S MOPAC EXPY,1,0.001941747572815534
21921,8500 S MOPAC,1,0.001941747572815534
21920,8500 S IH35 NB,1,0.001941747572815534
21919,8500 S IH35,1,0.001941747572815534
21918,8500 S IH 35 SVRD NB,1,0.001941747572815534
21913,8500 S CONGRESS,1,0.001941747572815534
21912,8500 S 1ST ST,1,0.001941747572815534
21931,8507 GEORGIAN,1,0.001941747572815534
21932,8507 N IH 35 SVRD NB,1,0.001941747572815534
21933,8523 RESEARCH BOULEVARD,1,0.001941747572815534
21946,8600 BLOCK ANDERON MILL ROAD,1,0.001941747572815534
21955,8600 BLOCK FM 969,1,0.001941747572815534
21954,8600 BLOCK FM 2222,1,0.001941747572815534
21953,8600 BLOCK FAIRFIELD DR,1,0.001941747572815534
21952,8600 BLOCK F M 620,1,0.001941747572815534
21950,8600 BLOCK DAVIS LANE,1,0.001941747572815534
21948,8600 BLOCK BRODIE LANE,1,0.001941747572815534
21945,8600 BLOCK ALUM ROCK ROAD,1,0.001941747572815534
21934,8529 BALCONES CLUB DR,1,0.001941747572815534
21942,8600 BLK N LAMAR,1,0.001941747572815534
21939,858 W BRAKER,1,0.001941747572815534
21938,857 E ANDERSON LN SVRD EB,1,0.001941747572815534
21937,8545 COPANO DRIVE,1,0.001941747572815534
21936,854 E 8TH,1,0.001941747572815534
21935,8529 CAHILL DR,1,0.001941747572815534
21911,8500 S 1ST,1,0.001941747572815534
21910,8500 RESEARCH BOULEVARD,1,0.001941747572815534
21908,8500 RESEARCH BLVD SVRD NB,1,0.001941747572815534
21860,8500 BURLESON RD,1,0.001941747572815534
21868,8500 E BEN WHITE BLVD,1,0.001941747572815534
21867,8500 CHAPEL HILL,1,0.001941747572815534
21866,8500 CAPITAL OF TEXAS HWY,1,0.001941747572815534
21865,8500 CAMERON RD,1,0.001941747572815534
21864,8500 CAMERON,1,0.001941747572815534
21861,8500 BURNET,1,0.001941747572815534
21859,8500 BRODIE,1,0.001941747572815534
21870,8500 FM2222,1,0.001941747572815534
21858,8500 BLOCK US HIGHWY 183,1,0.001941747572815534
21857,8500 BLOCK US HIGHWAY 183,1,0.001941747572815534
21856,8500 BLOCK US 183,1,0.001941747572815534
21855,8500 BLOCK UNITED STATES HIGHWAY 183,1,0.001941747572815534
21854,8500 BLOCK SPICEWOOD SPRINGS ROAD,1,0.001941747572815534
21852,8500 BLOCK SOUTH IH-35,1,0.001941747572815534
21869,8500 E.RIVERSIDE,1,0.001941747572815534
21873,8500 GEORGIAN DR .,1,0.001941747572815534
21907,8500 RESEARCH BLVD SB,1,0.001941747572815534
21886,8500 N FM 620,1,0.001941747572815534
21903,8500 N MOPAC LOOP,1,0.001941747572815534
21900,8500 N MOPAC EXPY  NB,1,0.001941747572815534
21898,8500 N MOPAC EXPWY,1,0.001941747572815534
21894,8500 N LAMAR,1,0.001941747572815534
21893,8500 N IH35 SVRD,1,0.001941747572815534
21889,8500 N IH 35 NB,1,0.001941747572815534
21884,8500 N CAPITAL OF TEXAS HWY NB,1,0.001941747572815534
21874,8500 GEORGIAN DRIVE,1,0.001941747572815534
21882,8500 N CAPITAL OF,1,0.001941747572815534
21881,8500 MANCHACA RDD,1,0.001941747572815534
21879,8500 MANCHACA,1,0.001941747572815534
21878,8500 LAMAR,1,0.001941747572815534
21877,8500 LA CROSSE AVE,1,0.001941747572815534
21875,8500 IH35 NB,1,0.001941747572815534
21740,8400 BLOCK SHERWOOD LANE,1,0.001941747572815534
21738,8400 BLOCK RESEARCH BOUVLARD SERVICE ROA,1,0.001941747572815534
21522,8200 MANCHACA ROAD,1,0.001941747572815534
21620,8300 BLOCK NORTH IH 35 SERVICE RD,1,0.001941747572815534
21593,830 WEST RUNDBERG LANE,1,0.001941747572815534
21592,830 N IH 35,1,0.001941747572815534
21591,830 BLOCK BLACKSON AVENUE,1,0.001941747572815534
21590,830 BASTROP HIGHWAY,1,0.001941747572815534
21589,8277 N CAPITAL OF TEXAS HWY,1,0.001941747572815534
21588,8275 N CAPITAL OF TEXAS HWY,1,0.001941747572815534
21587,827 E RUNDBERG LN,1,0.001941747572815534
21586,8269 RESEARCH BLVD,1,0.001941747572815534
21585,825 WEST RUNDBERG,1,0.001941747572815534
21584,825 BLOCK NORTH IH 35 SERVICE ROAD,1,0.001941747572815534
21583,825 BLOCK EAST RUNDBERG LANE,1,0.001941747572815534
21582,824 EAST KOENIG LANE SERVICE ROAD,1,0.001941747572815534
21581,8227 N LAMAR BLVD,1,0.001941747572815534
21580,8225 W HWY 71,1,0.001941747572815534
21579,8224 BURNETT ROAD,1,0.001941747572815534
21594,8300  BLOCK NORTH IH35,1,0.001941747572815534
21595,8300  BLOCK SOUTH IH 35 SERVICE ROAD,1,0.001941747572815534
21596,8300 BLK BURNET RD,1,0.001941747572815534
21606,8300 BLOCK BURLESON,1,0.001941747572815534
21616,8300 BLOCK NORTH I 35,1,0.001941747572815534
21614,8300 BLOCK NORTH CAPITAL OF TEXAS HIGHWA,1,0.001941747572815534
21612,8300 BLOCK IH 35,1,0.001941747572815534
21610,8300 BLOCK FM 969 ROAD,1,0.001941747572815534
21609,8300 BLOCK CAMERON OAD,1,0.001941747572815534
21607,8300 BLOCK BURLESON ROAD,1,0.001941747572815534
21605,8300 BLOCK BRODIE LN,1,0.001941747572815534
21597,8300 BLK MANCHACA,1,0.001941747572815534
21604,8300 BLOCK BRODIE LANE,1,0.001941747572815534
21603,8300 BLOCK  EAST BEN WHITE BOULEVARD,1,0.001941747572815534
21601,8300 BLK S IH 35 NB,1,0.001941747572815534
21600,8300 BLK S 1ST ST,1,0.001941747572815534
21599,8300 BLK N. IH 35 SVRD,1,0.001941747572815534
21598,8300 BLK MANCHACA RD,1,0.001941747572815534
21578,8220 BLOCK SAM RAYBURN DRIVE,1,0.001941747572815534
21577,8215 SAM RAYBURN DRIVE,1,0.001941747572815534
21576,8212 SAM RAYBURN DR,1,0.001941747572815534
21532,8200 N IH 35 SVC ROAD,1,0.001941747572815534
21546,8200 N MOPAC NB,1,0.001941747572815534
21540,8200 N LAMAR BLVD SB,1,0.001941747572815534
21538,8200 N LAMAR,1,0.001941747572815534
21537,8200 N IH35 SB,1,0.001941747572815534
21536,8200 N IH35,1,0.001941747572815534
21533,8200 N IH 35 SVRD,1,0.001941747572815534
21529,8200 N I 35 SVRD,1,0.001941747572815534
21550,8200 NORTH FM 620,1,0.001941747572815534
21528,8200 N FM 620 RD,1,0.001941747572815534
21527,8200 N FM 620,1,0.001941747572815534
21526,8200 N CAPITAL OF TEXAS HWY SB,1,0.001941747572815534
21525,8200 N CAPITAL OF TEXAS HWY,1,0.001941747572815534
21524,8200 N  LAMAR,1,0.001941747572815534
21523,8200 MESA DR,1,0.001941747572815534
21548,8200 N MOPAC SVRD SB,1,0.001941747572815534
21552,8200 NUCKOLS CROSSING RD.,1,0.001941747572815534
21575,8211 GREYLEDGE DR,1,0.001941747572815534
21568,8200 SAN RAYBURN,1,0.001941747572815534
21574,8204 GEORGIAN DR,1,0.001941747572815534
21573,8201 SHENANDOAD DR,1,0.001941747572815534
21572,8201 BLOCK N IH 35 SVRD NB,1,0.001941747572815534
21571,8200 WOODHOLLOW,1,0.001941747572815534
21570,8200 STATE HWY 71,1,0.001941747572815534
21569,8200 SOUTHWEST PARKWAY,1,0.001941747572815534
21567,8200 S1ST,1,0.001941747572815534
21554,8200 RESEARCH BLVD SB,1,0.001941747572815534
21566,8200 S. 1ST STREET,1,0.001941747572815534
21565,8200 S IH35,1,0.001941747572815534
21561,8200 S CONGRESS AVE NB,1,0.001941747572815534
21560,8200 S CONGRESS AVE,1,0.001941747572815534
21556,8200 RM 620,1,0.001941747572815534
21555,8200 RESEARCH BLVD SVRD NB,1,0.001941747572815534
21619,8300 BLOCK NORTH IH 35  SERVICE ROAD,1,0.001941747572815534
21624,8300 BLOCK NORTH MOPAC,1,0.001941747572815534
21736,8400 BLOCK RESEARCH BOULEVARD SERVICE,1,0.001941747572815534
21626,8300 BLOCK RENTON,1,0.001941747572815534
21705,832 SH 71,1,0.001941747572815534
21704,832 BASTROP HWY,1,0.001941747572815534
21703,8314 WEST STATE HIGHWAY,1,0.001941747572815534
21702,8314 N FM 620,1,0.001941747572815534
21701,8312 N IH35 SVRD,1,0.001941747572815534
21700,8310 NORTH LAMAR BOULEVARD,1,0.001941747572815534
21699,8309 NORTH IH 35 SERVICE ROAD,1,0.001941747572815534
21698,8309 N IH 35,1,0.001941747572815534
21697,8300 WEST STATE HIGHWAY 71,1,0.001941747572815534
21696,8300 W SH 71,1,0.001941747572815534
21695,8300 TUSCANY WAY,1,0.001941747572815534
21694,8300 SOUTH 1ST STREET,1,0.001941747572815534
21693,8300 S US 183 HWY,1,0.001941747572815534
21691,8300 S IH 35 SVRD NB,1,0.001941747572815534
21689,8300 S IH 35  NB,1,0.001941747572815534
