,ADDRESS,STOPS,WEIGHT
21706,8320 N IH 35 SVRD,1,0.001941747572815534
21707,834 WEST RUNDBERG LANE,1,0.001941747572815534
21708,8350 E BEN WHITE BLVD WB,1,0.001941747572815534
21720,8400 BLOCK FOUR IRON,1,0.001941747572815534
21734,8400 BLOCK RESEARCH BLVD,1,0.001941747572815534
21733,8400 BLOCK RESEARCH,1,0.001941747572815534
21730,8400 BLOCK NORTH LAMAR,1,0.001941747572815534
21726,8400 BLOCK NORTH I H 35,1,0.001941747572815534
21725,8400 BLOCK NORTH FM 620,1,0.001941747572815534
21721,8400 BLOCK GEORGIAN DRIVE,1,0.001941747572815534
21718,8400 BLOCK EAST 51ST STREET,1,0.001941747572815534
21709,8369 EAST BEN WHITE BOULEVARD,1,0.001941747572815534
21717,8400 BLOCK  JAMESTOWN DRIVE,1,0.001941747572815534
21716,8400 BLK S 1ST ST SB,1,0.001941747572815534
21715,8400 BLK MANCHACA RD,1,0.001941747572815534
21712,840 BLOCK RUTLAND DRIVE,1,0.001941747572815534
21711,84 S IH 35 SVRD,1,0.001941747572815534
21710,839 S CAPITAL OF TEXAS HWY,1,0.001941747572815534
21687,8300 S 1ST STREET,1,0.001941747572815534
21684,8300 RM 620,1,0.001941747572815534
21683,8300 RESEARCH SB,1,0.001941747572815534
21643,8300 FOUR IRON,1,0.001941747572815534
21653,8300 N I 35 SVRD,1,0.001941747572815534
21652,8300 N FM 620,1,0.001941747572815534
21650,8300 MANCHACA ROAD,1,0.001941747572815534
21649,8300 MANCHACA RD.,1,0.001941747572815534
21646,8300 LOYOLA DR,1,0.001941747572815534
21645,8300 IH 35,1,0.001941747572815534
21642,8300 FM 620 RD,1,0.001941747572815534
21656,8300 N IH 35 SB,1,0.001941747572815534
21639,8300 E BEN WHITE BLVD,1,0.001941747572815534
21637,8300 BURRELL DR,1,0.001941747572815534
21635,8300 BLOCK WEST GATE BOULEVARD,1,0.001941747572815534
21634,8300 BLOCK TUSCANY WAY,1,0.001941747572815534
21629,8300 BLOCK SOUTH 1ST,1,0.001941747572815534
21628,8300 BLOCK SOOUTH 1ST STREET,1,0.001941747572815534
21655,8300 N IH 35 S,1,0.001941747572815534
21657,8300 N IH 35 SVRD,1,0.001941747572815534
21680,8300 RERSEARCH SVRD NB,1,0.001941747572815534
21673,8300 N. IH-35,1,0.001941747572815534
21679,8300 PANADERO RD,1,0.001941747572815534
21678,8300 OLD BEE CAVES RD,1,0.001941747572815534
21677,8300 NORTH MOPAC EXPRESSWAY,1,0.001941747572815534
21676,8300 NORTH IH 35 SERVICE ROAD,1,0.001941747572815534
21675,8300 N. MO PAC SB,1,0.001941747572815534
21674,8300 N. LAMAR BLVD,1,0.001941747572815534
21672,8300 N RESEARCH BLVD,1,0.001941747572815534
21658,8300 N IH 35 SVRD NB,1,0.001941747572815534
21671,8300 N MOPAC SERVICE ROAD,1,0.001941747572815534
21665,8300 N IH35 SVRD,1,0.001941747572815534
21664,8300 N IH35 SVC RF,1,0.001941747572815534
21663,8300 N IH35 SVC,1,0.001941747572815534
21661,8300 N IH-35 SB,1,0.001941747572815534
21659,8300 N IH 35 SVRD NORTHBOUND,1,0.001941747572815534
21057,800 PAYTON GIN,1,0.001941747572815534
21056,800 ORLANDO,1,0.001941747572815534
21055,800 NORWOOD PARK BLVD,1,0.001941747572815534
20479,7800 BLK FM 969,1,0.001941747572815534
20452,7700 S 1ST STREET,1,0.001941747572815534
20451,7700 S 1ST ST.,1,0.001941747572815534
20448,7700 NORTHCROSS DR,1,0.001941747572815534
20447,7700 NORTH MOPAC EXPRESSWAY,1,0.001941747572815534
20446,7700 NORTH MOPAC,1,0.001941747572815534
20444,7700 N MOPAC SVRD NB,1,0.001941747572815534
20441,7700 N MOPAC LOOP,1,0.001941747572815534
20440,7700 N MOPAC EXPY SVRD SB,1,0.001941747572815534
20435,7700 N MOPAC BLVD,1,0.001941747572815534
20431,7700 N IH 35 SVRD,1,0.001941747572815534
20430,7700 N IH 35 NB,1,0.001941747572815534
20428,7700 N I 35 SVRD,1,0.001941747572815534
20425,7700 MOPAC SB,1,0.001941747572815534
20424,7700 MESA DR,1,0.001941747572815534
20420,7700 IH 35,1,0.001941747572815534
20457,7700 S IH35,1,0.001941747572815534
20458,7700 S IH35 NB,1,0.001941747572815534
20461,7700 S MOPAC EXPWY SB,1,0.001941747572815534
20471,7701 BURNET ROAD,1,0.001941747572815534
20477,7800 ARDMORE CIT,1,0.001941747572815534
20476,7800 360,1,0.001941747572815534
20475,778 E BRAKER LN,1,0.001941747572815534
20474,7736 N LAMAR BLVD SVRD SB,1,0.001941747572815534
20473,7733 BURNET,1,0.001941747572815534
20472,7732 CAMERON RD,1,0.001941747572815534
20470,7700 WEST GATE BLVD,1,0.001941747572815534
20462,7700 S MOPAC EXPY,1,0.001941747572815534
20469,7700 WATSON ST,1,0.001941747572815534
20468,7700 W SH 71,1,0.001941747572815534
20467,7700 W PARMER LANE,1,0.001941747572815534
20465,7700 S1ST ST,1,0.001941747572815534
20464,7700 S1ST,1,0.001941747572815534
20463,7700 S. IH 35 NB,1,0.001941747572815534
20418,7700 FM 969,1,0.001941747572815534
20417,7700 ESCARPMENT BLVD,1,0.001941747572815534
20416,7700 ED BLUESTEIN BLVD SB,1,0.001941747572815534
20375,7700 BLOCK ED BLUESTEIN BOULEVARD,1,0.001941747572815534
20385,7700 BLOCK NORTH IH 35 SERVICE ROAD,1,0.001941747572815534
20383,7700 BLOCK NORTH I 35,1,0.001941747572815534
20382,7700 BLOCK NORTH FM 620,1,0.001941747572815534
20381,7700 BLOCK NORTH CAPITAL OF TEXAS HWY,1,0.001941747572815534
20377,7700 BLOCK LAMAR,1,0.001941747572815534
20376,7700 BLOCK ED BLUESTIEN,1,0.001941747572815534
20374,7700 BLOCK ED BLUESTEIN,1,0.001941747572815534
20387,7700 BLOCK NORTH LAMAR BOULVARD,1,0.001941747572815534
20373,7700 BLOCK EAST SH HWY 71,1,0.001941747572815534
20370,7700 BLOCK EAST BEN WHITE BLVD,1,0.001941747572815534
20368,7700 BLOCK E BEN WHITE BLVD SVRD WB,1,0.001941747572815534
20367,7700 BLOCK CAMERON ROAD,1,0.001941747572815534
20366,7700 BLOCK CAMERON RD,1,0.001941747572815534
20360,7700 BLK S IH 35 SB,1,0.001941747572815534
20386,7700 BLOCK NORTH LAMAR BOULEVARD,1,0.001941747572815534
20388,7700 BLOCK NORTH MOPAC,1,0.001941747572815534
20415,7700 E. US 71 EB,1,0.001941747572815534
20402,7700 BLOCK WEST GATE BOULEVARD,1,0.001941747572815534
20412,7700 E. ANDERSON,1,0.001941747572815534
20411,7700 E RIVERSIDE DRIVE,1,0.001941747572815534
20409,7700 E BEN WHITE BLVD,1,0.001941747572815534
20406,7700 BLOCK WOOD HOLLOW DRIVE,1,0.001941747572815534
20405,7700 BLOCK WEST STATE HIGHWAY 71,1,0.001941747572815534
20404,7700 BLOCK WEST PARMER LANE,1,0.001941747572815534
20401,7700 BLOCK WEST ANDERSON LANE,1,0.001941747572815534
20390,7700 BLOCK S CONGRESS AVE,1,0.001941747572815534
20400,7700 BLOCK SOUTHWEST PARKWAY,1,0.001941747572815534
20399,7700 BLOCK SOUTH MOPAC EXPRESSWAY,1,0.001941747572815534
20397,7700 BLOCK SOUTH IH 35 SERVICE ROAD,1,0.001941747572815534
20395,7700 BLOCK SOUTH I H 35,1,0.001941747572815534
20392,7700 BLOCK SCENIC DR,1,0.001941747572815534
20391,7700 BLOCK SAN FELIPE BOULEVARD,1,0.001941747572815534
20478,7800 BLK CAPITOL SB,1,0.001941747572815534
20480,7800 BLK FM969,1,0.001941747572815534
20358,7700 BLK CONGRESS AVE,1,0.001941747572815534
20481,7800 BLK N CAPITAL TX,1,0.001941747572815534
20558,7800 MANCHACHA,1,0.001941747572815534
20556,7800 MANCHACA DR,1,0.001941747572815534
20554,7800 LAMAR BLVD,1,0.001941747572815534
20553,7800 FM 2222,1,0.001941747572815534
20552,7800 ESCARPMENT BLVD  NB,1,0.001941747572815534
20550,7800 ED BLUESTEIN BLVD SVRD,1,0.001941747572815534
20548,7800 ED BLUESTEIN,1,0.001941747572815534
20547,7800 E BEN WHITE BLVD WB,1,0.001941747572815534
20543,7800 CONGRESS AVE,1,0.001941747572815534
20542,7800 CLOCK TOWER DR,1,0.001941747572815534
20541,7800 CAPITOL OF TEXAS,1,0.001941747572815534
20539,7800 CAPITAL OF TEXAS HIGHWAY,1,0.001941747572815534
20538,7800 CAPITAL OF TEXAS BLVD,1,0.001941747572815534
20536,7800 CAPITAL 0F TEXAS,1,0.001941747572815534
20535,7800 CAP TEX,1,0.001941747572815534
20559,7800 MOPAC,1,0.001941747572815534
20566,7800 N CAPITAL TEXAS HWY SB,1,0.001941747572815534
20567,7800 N CAPITOL OF TEXAS HWY SB,1,0.001941747572815534
20589,7800 N MOPAC EXPWY,1,0.001941747572815534
20599,7800 RESEARCH BLVD SVRD,1,0.001941747572815534
20598,7800 RESEARCH BLVD SB,1,0.001941747572815534
20597,7800 RESEARCH BLVD NB,1,0.001941747572815534
20595,7800 N. MO PAC EXPY SB,1,0.001941747572815534
20593,7800 N. IH 35 SVRD SB,1,0.001941747572815534
20591,7800 N MOPAC EXPY NB,1,0.001941747572815534
20579,7800 N IH 35 SVC RD SB,1,0.001941747572815534
20568,7800 N CAPTEX,1,0.001941747572815534
20578,7800 N IH 35 SVC RD NB,1,0.001941747572815534
20576,7800 N IH 35 SRV,1,0.001941747572815534
20574,7800 N IH 35 PROPER,1,0.001941747572815534
20571,7800 N I-35 SVRD,1,0.001941747572815534
20570,7800 N I H 35,1,0.001941747572815534
20569,7800 N I 35 SVRD,1,0.001941747572815534
20534,7800 CAMRON RD,1,0.001941747572815534
20533,7800 CAMERON RD,1,0.001941747572815534
20530,7800 BLOCK WESTGATE BOULEVARD,1,0.001941747572815534
20495,7800 BLOCK ED BLUESTEIN BOULEVARD,1,0.001941747572815534
20501,7800 BLOCK N IH35 SRV,1,0.001941747572815534
20500,7800 BLOCK N IH 35 SRV,1,0.001941747572815534
20499,7800 BLOCK MANCHACA ROADS,1,0.001941747572815534
20498,7800 BLOCK MANCHACA ROAD,1,0.001941747572815534
20497,7800 BLOCK IH 35,1,0.001941747572815534
20496,7800 BLOCK FM 969,1,0.001941747572815534
20493,7800 BLOCK COOPER LANE,1,0.001941747572815534
20503,7800 BLOCK NORTH  LAMAR BOULEVARD,1,0.001941747572815534
20489,7800 BLOCK BURNET,1,0.001941747572815534
20487,"7800 BLK S,1ST",1,0.001941747572815534
20486,7800 BLK S IH 35 SVRD SB,1,0.001941747572815534
20484,7800 BLK N MOPAC,1,0.001941747572815534
20483,7800 BLK N LAMAR BLVD,1,0.001941747572815534
20482,7800 BLK N IH 35,1,0.001941747572815534
20502,7800 BLOCK N MOPAC EXPY SVRD,1,0.001941747572815534
20504,7800 BLOCK NORTH CAPITAL OF TEXAS,1,0.001941747572815534
20529,7800 BLOCK WEST SLAUGHTER LANE,1,0.001941747572815534
20518,7800 BLOCK RESEARCH BLV,1,0.001941747572815534
20527,7800 BLOCK THAXTON ROAD,1,0.001941747572815534
20526,7800 BLOCK SOUTH MOPAC EXPRESSWAY,1,0.001941747572815534
20524,7800 BLOCK SOUTH IH 35,1,0.001941747572815534
20523,7800 BLOCK SOUTH CONGRESS AVENUE,1,0.001941747572815534
20521,7800 BLOCK SOUTH  IH 35,1,0.001941747572815534
20520,7800 BLOCK RESEARCH BOULEVARD SERVICE,1,0.001941747572815534
20516,7800 BLOCK NORTH MOPAC EXPRESSWAY SERVIC,1,0.001941747572815534
20505,7800 BLOCK NORTH CAPITAL OF TEXAS HIGHWA,1,0.001941747572815534
20514,7800 BLOCK NORTH LAMAR BOULEVARD SERVICE,1,0.001941747572815534
20512,7800 BLOCK NORTH LAMAR,1,0.001941747572815534
20511,7800 BLOCK NORTH IH 35 SERVICE ROAD AT,1,0.001941747572815534
20508,7800 BLOCK NORTH I H 35 SERVICE ROAD,1,0.001941747572815534
20507,7800 BLOCK NORTH I H 35,1,0.001941747572815534
20506,7800 BLOCK NORTH CAPITAL OF TEXAS HWY,1,0.001941747572815534
20359,7700 BLK E BEN WHITE BLVD EB,1,0.001941747572815534
20357,7700 A 1ST ST,1,0.001941747572815534
21054,800 NORTH PLEASANT VALLEY ROAD,1,0.001941747572815534
20246,7600 BLOCK N LAMAR,1,0.001941747572815534
20220,7600 BLOCK  BLESSING AVENUE,1,0.001941747572815534
20219,7600 BLK S IH 35 NB,1,0.001941747572815534
20218,7600 BLK S CONGRESS AVENUE,1,0.001941747572815534
20217,7600 BLK S CONGRESS,1,0.001941747572815534
20216,7600 BLK LEVANDER LOOP,1,0.001941747572815534
20215,760 W BEN WHITE BLVD SVRD,1,0.001941747572815534
20214,760 BLOCK SPRINGDALE ROAD,1,0.001941747572815534
20213,76 N IH 35 SVRD SB,1,0.001941747572815534
20212,7522B N IH-35,1,0.001941747572815534
20211,7503 N LAMAR BLVD,1,0.001941747572815534
20210,7501 W 290,1,0.001941747572815534
20209,7500BL LOYOLA LN,1,0.001941747572815534
20208,7500-7300 N MOPAC SB,1,0.001941747572815534
20207,7500-7200 N MOPAC SB,1,0.001941747572815534
20206,7500 WESTGATE BOULEVARD,1,0.001941747572815534
20221,7600 BLOCK 290 EAST,1,0.001941747572815534
20222,7600 BLOCK ALBERT ROAD,1,0.001941747572815534
20223,7600 BLOCK ANDERSON LANE SERVICE ROAD,1,0.001941747572815534
20236,7600 BLOCK EAST US 290,1,0.001941747572815534
20244,7600 BLOCK MCKINNEY FALLS,1,0.001941747572815534
20242,7600 BLOCK JOHNNY MORRIS ROAD,1,0.001941747572815534
20241,7600 BLOCK FM 969 ROAD,1,0.001941747572815534
20240,7600 BLOCK FM 2222,1,0.001941747572815534
20239,7600 BLOCK ED BLUESTEIN BOUVLARD SERVICE,1,0.001941747572815534
20238,7600 BLOCK ED BLUESTEIN BOULEVARD,1,0.001941747572815534
20233,7600 BLOCK EAST BEN WHITE,1,0.001941747572815534
20224,7600 BLOCK BLESSING AVENUE,1,0.001941747572815534
20232,7600 BLOCK CAMREN RD,1,0.001941747572815534
20230,7600 BLOCK CAMERON,1,0.001941747572815534
20229,7600 BLOCK BURNETT ROAD,1,0.001941747572815534
20227,7600 BLOCK BURLESON RD,1,0.001941747572815534
20226,7600 BLOCK BRODIE LANE AT,1,0.001941747572815534
20225,7600 BLOCK BLK N. LAMAR BLVD,1,0.001941747572815534
20205,7500 WESTGATE,1,0.001941747572815534
20204,7500 W SLAUGHTER LANE,1,0.001941747572815534
20203,7500 W PARMER LN,1,0.001941747572815534
20164,7500 N MOPAC SERVICE,1,0.001941747572815534
20172,7500 N. MO PAC SB,1,0.001941747572815534
20169,7500 N. IH-35,1,0.001941747572815534
20168,7500 N. IH 35 SVRD,1,0.001941747572815534
20167,7500 N. IH 35,1,0.001941747572815534
20166,7500 N US HWY 183 NB,1,0.001941747572815534
20165,7500 N MOPAC SVRD SB,1,0.001941747572815534
20163,7500 N MOPAC SB,1,0.001941747572815534
20175,7500 NORTH LAMAR BOULEVARD,1,0.001941747572815534
20161,7500 N MOPAC EXPY SVRD SB,1,0.001941747572815534
20160,7500 N MOPAC EXPY SVRD,1,0.001941747572815534
20159,7500 N MOPAC EXPY SVC,1,0.001941747572815534
20157,7500 N MOPAC EXPY S,1,0.001941747572815534
20154,7500 N MOPAC EXPWY SVRD SB,1,0.001941747572815534
20153,7500 N MOPAC EXPWY SB,1,0.001941747572815534
20173,7500 NORTH I H 35,1,0.001941747572815534
20176,7500 OLD BEE CAVES RD,1,0.001941747572815534
20202,7500 W PARMER LANE,1,0.001941747572815534
20192,7500 SH 45,1,0.001941747572815534
20201,7500 W HWY 290 W,1,0.001941747572815534
20200,7500 W 290 HWY EB,1,0.001941747572815534
20197,7500 US 290,1,0.001941747572815534
20195,7500 SOUTH MOPAC,1,0.001941747572815534
20194,7500 SOUTH IH 35 SOUTHBOUND,1,0.001941747572815534
20193,7500 SLAUGHTER LANE,1,0.001941747572815534
20191,7500 S. MOPAC EXPWY,1,0.001941747572815534
20177,7500 RESEARCH BLVD,1,0.001941747572815534
20190,7500 S. MO-PAC,1,0.001941747572815534
20189,7500 S. IH35,1,0.001941747572815534
20188,7500 S MOPAC EPWY,1,0.001941747572815534
20184,7500 S IH 35 SVRD NB,1,0.001941747572815534
20180,7500 S CONGRESS,1,0.001941747572815534
20178,7500 RESEARCH BLVD SB,1,0.001941747572815534
20245,7600 BLOCK METRO CENTER DRIVE,1,0.001941747572815534
20247,7600 BLOCK N. LAMAR BLVD,1,0.001941747572815534
20356,7700  BLOCK IH 35,1,0.001941747572815534
20248,7600 BLOCK NORTH  MOPAC EXPRESSWAY,1,0.001941747572815534
20336,7600 S IH SVRD NB,1,0.001941747572815534
20335,7600 S IH 35 SVRD NB,1,0.001941747572815534
20334,7600 S IH 35 SVRD,1,0.001941747572815534
20329,7600 S 1ST ST,1,0.001941747572815534
20327,7600 RUNNING WATER DR,1,0.001941747572815534
20326,7600 NORTH MOPAC EXPRESSWAY SOUTHBOUND,1,0.001941747572815534
20323,7600 N. MOPAC EXWY,1,0.001941747572815534
20322,7600 N. LAMAR BLVD,1,0.001941747572815534
20316,7600 N MOPAC BLK,1,0.001941747572815534
20314,7600 N LAMAR BLVD NB,1,0.001941747572815534
20313,7600 N LAMAR BLVD,1,0.001941747572815534
20312,7600 N LAMAR,1,0.001941747572815534
20311,7600 N IH35 NB SVRD,1,0.001941747572815534
20309,7600 N IH 35 SVRD ND,1,0.001941747572815534
20308,7600 N IH 35 SVRD NB,1,0.001941747572815534
20337,7600 S IH35,1,0.001941747572815534
20338,7600 S IH35 PROPER,1,0.001941747572815534
20339,7600 S MOPAC,1,0.001941747572815534
20349,7625 N IH 35 SVRD NB,1,0.001941747572815534
20355,770- BURNETT,1,0.001941747572815534
20354,7668 FM 969 ROAD,1,0.001941747572815534
20353,7655 BLOCK N FM 620 RD,1,0.001941747572815534
20352,765 AIRPORT BLVD,1,0.001941747572815534
20351,7630 N. LAMAR BLVD,1,0.001941747572815534
20350,7627 BLOCK NORTHCROSS DRIVE,1,0.001941747572815534
20347,7610 CAMERON RD,1,0.001941747572815534
20340,7600 S MOPAC EXPY SB,1,0.001941747572815534
20346,7600 WOODHOLLOW DR,1,0.001941747572815534
20345,7600 WOOD HOLLOW,1,0.001941747572815534
20344,7600 W PARMER LANE,1,0.001941747572815534
20343,7600 SCENIC BROOK DR,1,0.001941747572815534
20342,7600 SALT SPRINGS RD,1,0.001941747572815534
20341,7600 S. CONGRESS AVE,1,0.001941747572815534
20307,7600 N IH 35 SB PROPER,1,0.001941747572815534
20305,7600 N I 35 SVRD,1,0.001941747572815534
20304,7600 N FM 620 RD,1,0.001941747572815534
20261,7600 BLOCK NORTH MOPAC EXPRESS WAY,1,0.001941747572815534
20270,7600 BLOCK SPRINGDALE ROAD,1,0.001941747572815534
20268,7600 BLOCK SOUTH MOPAC EXPRESSWAY,1,0.001941747572815534
20266,7600 BLOCK SOUTH  IH-35,1,0.001941747572815534
20265,7600 BLOCK SHERWOOD ROAD,1,0.001941747572815534
20264,7600 BLOCK SAN FELIPE BLVD,1,0.001941747572815534
20263,7600 BLOCK OF CAMERON ROAD,1,0.001941747572815534
20260,7600 BLOCK NORTH MOPAC BOULEVARD,1,0.001941747572815534
20272,7600 BURLESON FD,1,0.001941747572815534
20258,7600 BLOCK NORTH LAMAR BOUVLARD,1,0.001941747572815534
20256,7600 BLOCK NORTH LAMAR,1,0.001941747572815534
20253,7600 BLOCK NORTH I H 35 SERVICE ROAD,1,0.001941747572815534
20251,7600 BLOCK NORTH I H,1,0.001941747572815534
20250,7600 BLOCK NORTH CAPITAL OF TEXAS HWY,1,0.001941747572815534
20249,7600 BLOCK NORTH CAPITAL OF TEXAS,1,0.001941747572815534
20271,7600 BLOCK US HIGHWAY 290,1,0.001941747572815534
20277,7600 CAMERON ROAD,1,0.001941747572815534
20303,7600 N CAPITAL OF TX HWY,1,0.001941747572815534
20292,7600 HWY 290 EAST,1,0.001941747572815534
20302,7600 N CAPITAL OF TEXAS HWY SB,1,0.001941747572815534
20300,7600 N CAPITAL OF TEXAS,1,0.001941747572815534
20299,7600 MOPAC EXPY NORTH,1,0.001941747572815534
20296,7600 LAMAR BLVD,1,0.001941747572815534
20295,7600 JOHN GLENN LN,1,0.001941747572815534
20294,7600 IH 35,1,0.001941747572815534
20291,7600 FM620,1,0.001941747572815534
20281,7600 E BEN WHITE BLVD SVRD EB,1,0.001941747572815534
20290,7600 ED BLUESTIEN,1,0.001941747572815534
20289,7600 ED BLUESTEIN,1,0.001941747572815534
20287,7600 EAST BEN WHITE BOULEVARD,1,0.001941747572815534
20286,7600 E US 290 HWY,1,0.001941747572815534
20284,7600 E BEN WHITE EXIT RS,1,0.001941747572815534
20282,7600 E BEN WHITE BLVD SVRD WB,1,0.001941747572815534
20600,7800 RESEARCH BLVD SVRD NB,1,0.001941747572815534
20601,7800 RESEARCH BLVD SVRD SB,1,0.001941747572815534
20603,7800 S 1ST ST NB,1,0.001941747572815534
20950,800 BLOCK WEST LIVE OAK,1,0.001941747572815534
20914,800 BLOCK RUTHERFORD LANE,1,0.001941747572815534
20913,800 BLOCK RESEARCH BOULEVARD,1,0.001941747572815534
20911,800 BLOCK RED RIVER,1,0.001941747572815534
20910,800 BLOCK PLEASANT VALLEY,1,0.001941747572815534
20909,800 BLOCK NORWOOD PARK BOULEVARD,1,0.001941747572815534
20908,800 BLOCK NORTH MOPAC EXPRESSWAY,1,0.001941747572815534
20907,800 BLOCK NORTH LAMAR BOULEVARD,1,0.001941747572815534
20906,800 BLOCK NORTH LAMAR,1,0.001941747572815534
20905,800 BLOCK NORTH IH 35 SERVICEROAD,1,0.001941747572815534
20902,800 BLOCK NORTH I H 35 SERVICE ROAD,1,0.001941747572815534
20900,800 BLOCK NORTH I 35,1,0.001941747572815534
20899,800 BLOCK NORTH BLUFF DRIVE,1,0.001941747572815534
20896,800 BLOCK N IH 35 SVRD SB,1,0.001941747572815534
20895,800 BLOCK MORROW STREET,1,0.001941747572815534
20893,800 BLOCK LYDIA STREET,1,0.001941747572815534
20916,800 BLOCK SOUTH CAPITAL OF TEXAS HIGHWAY,1,0.001941747572815534
20918,800 BLOCK SOUTH IH 35,1,0.001941747572815534
20919,800 BLOCK SOUTH IH35,1,0.001941747572815534
20934,800 BLOCK W KOENIG LN,1,0.001941747572815534
20945,800 BLOCK WEST BRAKER,1,0.001941747572815534
20943,800 BLOCK WEST BARKER LANE,1,0.001941747572815534
20940,800 BLOCK WEST 45TH STREET,1,0.001941747572815534
20939,800 BLOCK WEST 26TH STREET,1,0.001941747572815534
20938,800 BLOCK WEST 17TH STREET,1,0.001941747572815534
20935,800 BLOCK W RIVERSIDE,1,0.001941747572815534
20932,800 BLOCK VARGAS ROAD,1,0.001941747572815534
20923,800 BLOCK SPENCE STREET,1,0.001941747572815534
20931,800 BLOCK VARGAS RD,1,0.001941747572815534
20930,800 BLOCK TRINITY STREET,1,0.001941747572815534
20929,800 BLOCK TIRADO STREET,1,0.001941747572815534
20927,800 BLOCK THURMAN ROAD,1,0.001941747572815534
20926,800 BLOCK STASSNEY LANE,1,0.001941747572815534
20925,800 BLOCK ST JOHNS AVENUE,1,0.001941747572815534
20892,800 BLOCK LAVACA STREET,1,0.001941747572815534
20891,800 BLOCK LA POSADA DRIVE,1,0.001941747572815534
20890,800 BLOCK KRAMER LANE,1,0.001941747572815534
20836,800 BLOCK E 8TH ST,1,0.001941747572815534
20851,800 BLOCK EAST 9TH STREET,1,0.001941747572815534
20850,800 BLOCK EAST 8TH STREET,1,0.001941747572815534
20846,800 BLOCK EAST 4TH STREET,1,0.001941747572815534
20839,800 BLOCK E MARTIN LUTHER KING,1,0.001941747572815534
20838,800 BLOCK E KOENIG LN SVRD WB,1,0.001941747572815534
20837,800 BLOCK E CESAR CHAVEZ ST,1,0.001941747572815534
20835,800 BLOCK E 6 STREET,1,0.001941747572815534
20857,800 BLOCK EAST CESAR CHAVEZ,1,0.001941747572815534
20834,800 BLOCK E 45TH ST,1,0.001941747572815534
20833,800 BLOCK E 12TH ST,1,0.001941747572815534
20832,800 BLOCK DEAN KEETON,1,0.001941747572815534
20831,800 BLOCK DEAN KEATON,1,0.001941747572815534
20829,800 BLOCK CHICON ST,1,0.001941747572815534
20828,800 BLOCK CESAR CHAVEZ STREET,1,0.001941747572815534
20854,800 BLOCK EAST ANDERSON LANE SERVICE RD,1,0.001941747572815534
20859,800 BLOCK EAST DEAN,1,0.001941747572815534
20888,800 BLOCK HOLLY STREET,1,0.001941747572815534
20875,800 BLOCK EAST RUNDGBERG LANE,1,0.001941747572815534
20887,800 BLOCK GUADALUPE STREET,1,0.001941747572815534
20886,800 BLOCK GUADALUPE ST,1,0.001941747572815534
20885,800 BLOCK FAIRFIELD DRIVE,1,0.001941747572815534
20884,800 BLOCK ED BLUESTEIN BOULEVARD AT,1,0.001941747572815534
20879,800 BLOCK EAST WILLIAM CANNNON DRIVE,1,0.001941747572815534
20877,800 BLOCK EAST ST. JOHNS AVENUE,1,0.001941747572815534
20873,800 BLOCK EAST RUNBERG LANE,1,0.001941747572815534
20861,800 BLOCK EAST DEAN KEETON,1,0.001941747572815534
20872,800 BLOCK EAST RIVERSIDE DRIVE,1,0.001941747572815534
20869,800 BLOCK EAST MARTIN LUTHER KING JR.,1,0.001941747572815534
